time_index,set_point,measurement,proportional,integrator,differentiator
0.21800,9.999,1.056,4.471,1.000,0.000
0.21840,9.999,1.028,4.485,1.000,0.000
0.21880,10.000,1.095,4.452,1.000,0.000
0.21920,9.993,1.057,4.468,1.000,0.000
0.21960,9.823,0.942,4.440,1.000,0.000
0.22000,10.000,0.946,4.526,1.000,0.000
0.22040,9.924,1.034,4.444,1.000,0.000
0.22080,10.000,1.099,4.450,1.000,0.000
0.22120,9.967,1.060,4.453,1.000,0.000
0.22160,10.000,1.031,4.484,1.000,0.000
0.22200,9.981,1.010,4.485,1.000,0.000
0.22240,9.868,0.995,4.436,1.000,0.000
0.22280,9.995,0.984,4.505,1.000,0.000
0.22320,9.944,0.976,4.483,1.000,0.000
0.22360,9.999,1.057,4.471,1.000,0.000
0.22400,9.976,1.029,4.473,1.000,0.000
0.22440,10.000,0.922,4.538,1.000,0.000
0.22480,9.989,0.931,4.529,1.000,0.000
0.22520,10.000,0.937,4.531,1.000,0.000
0.22560,9.995,0.942,4.526,1.000,0.000
0.22600,10.000,0.945,4.527,1.000,0.000
0.22640,9.998,0.948,4.524,1.000,0.000
0.22680,10.000,1.036,4.481,1.000,0.000
0.22720,9.999,1.014,4.492,1.000,0.000
0.22760,10.000,0.998,4.500,1.000,0.000
0.22800,9.999,1.072,4.463,1.000,0.000
0.22840,10.000,1.127,4.436,1.000,0.000
0.22880,9.999,1.080,4.459,1.000,0.000
0.22920,10.000,0.959,4.520,1.000,0.000
0.22960,9.999,0.958,4.520,1.000,0.000
0.23000,10.000,1.044,4.477,1.000,0.000
0.23040,9.999,1.019,4.490,1.000,0.000
0.23080,10.000,1.002,4.498,1.000,0.000
0.23120,9.999,1.075,4.462,1.000,0.000
0.23160,10.000,1.129,4.435,1.000,0.000
0.23200,9.999,1.082,4.458,1.000,0.000
0.23240,10.000,1.047,4.476,1.000,0.000
0.23280,9.999,1.022,4.488,1.000,0.000
0.23320,10.000,1.090,4.454,1.000,0.000
0.23360,9.999,1.140,4.429,1.000,0.000
0.23400,10.000,1.089,4.455,1.000,0.000
0.23440,10.000,1.139,4.430,1.000,0.000
0.23480,10.000,1.089,4.455,1.000,0.000
0.23520,10.000,1.052,4.473,1.000,0.000
0.23560,10.000,1.112,4.443,1.000,0.000
0.23600,10.000,1.069,4.465,1.000,0.000
0.23640,10.000,1.038,4.480,1.000,0.000
0.23680,10.000,1.102,4.448,1.000,0.000
0.23720,10.000,1.062,4.468,1.000,0.000
0.23760,10.000,1.033,4.483,1.000,0.000
0.23800,10.000,1.098,4.450,1.000,0.000
0.23840,10.000,1.145,4.427,1.000,0.000
0.23880,10.000,1.093,4.453,1.000,0.000
0.23920,10.000,1.056,4.471,1.000,0.000
0.23960,10.000,1.115,4.442,1.000,0.000
0.24000,10.000,1.158,4.420,1.000,0.000
0.24040,10.000,1.102,4.448,1.000,0.000
0.24080,10.000,1.062,4.468,1.000,0.000
0.24120,10.000,1.119,4.440,1.000,0.000
0.24160,10.000,1.075,4.462,1.000,0.000
0.24200,10.000,0.956,4.521,1.000,0.000
0.24240,10.000,0.955,4.522,1.000,0.000
0.24280,10.000,1.041,4.479,1.000,0.000
0.24320,10.000,1.018,4.490,1.000,0.000
0.24360,10.000,0.828,4.585,1.000,0.000
0.24400,10.000,0.776,4.611,1.000,0.000
0.24440,10.000,0.911,4.544,1.000,0.000
0.24480,10.000,1.009,4.495,1.000,0.000
0.24520,10.000,0.994,4.502,1.000,0.000
0.24560,10.000,0.983,4.508,1.000,0.000
0.24600,10.000,0.975,4.512,1.000,0.000
0.24640,10.000,0.970,4.514,1.000,0.000
0.24680,10.000,1.052,4.473,1.000,0.000
0.24720,10.000,1.112,4.443,1.000,0.000
0.24760,10.000,1.156,4.421,1.000,0.000
0.24800,10.000,1.101,4.449,1.000,0.000
0.24840,10.000,1.061,4.469,1.000,0.000
0.24880,10.000,1.119,4.440,1.000,0.000
0.24920,10.000,1.160,4.419,1.000,0.000
0.24960,10.000,1.105,4.447,1.000,0.000
0.25000,10.000,1.064,4.467,1.000,0.000
0.25040,10.000,1.034,4.482,1.000,0.000
0.25080,10.000,1.012,4.493,1.000,0.000
0.25120,10.000,1.083,4.458,1.000,0.000
0.25160,10.000,1.135,4.432,1.000,0.000
0.25200,10.000,1.086,4.456,1.000,0.000
0.25240,10.000,1.050,4.474,1.000,0.000
0.25280,10.000,1.110,4.444,1.000,0.000
0.25320,10.000,1.155,4.422,1.000,0.000
0.25360,10.000,1.187,4.406,1.000,0.000
0.25400,10.000,1.124,4.437,1.000,0.000
0.25440,10.000,1.078,4.460,1.000,0.000
0.25480,10.000,1.131,4.434,1.000,0.000
0.25520,10.000,1.169,4.415,1.000,0.000
0.25560,10.000,1.197,4.401,1.000,0.000
0.25600,10.000,1.131,4.434,1.000,0.000
0.25640,10.000,1.083,4.458,1.000,0.000
0.25680,10.000,1.135,4.432,1.000,0.000
0.25720,10.000,1.172,4.413,1.000,0.000
0.25760,10.000,1.113,4.443,1.000,0.000
0.25800,10.000,1.156,4.421,1.000,0.000
0.25840,10.000,1.188,4.405,1.000,0.000
0.25880,10.000,1.125,4.437,1.000,0.000
0.25920,10.000,1.078,4.460,1.000,0.000
0.25960,10.000,1.045,4.477,1.000,0.000
0.26000,10.000,1.020,4.489,1.000,0.000
0.26040,10.000,1.002,4.498,1.000,0.000
0.26080,10.000,1.076,4.461,1.000,0.000
0.26120,10.000,1.043,4.478,1.000,0.000
0.26160,10.000,1.019,4.490,1.000,0.000
0.26200,10.000,1.088,4.455,1.000,0.000
0.26240,10.000,1.138,4.430,1.000,0.000
0.26280,10.000,1.175,4.412,1.000,0.000
0.26320,10.000,1.115,4.442,1.000,0.000
0.26360,10.000,0.985,4.507,1.000,0.000
0.26400,10.000,1.063,4.468,1.000,0.000
0.26440,10.000,1.120,4.439,1.000,0.000
0.26480,10.000,1.075,4.462,1.000,0.000
0.26520,10.000,1.042,4.478,1.000,0.000
0.26560,10.000,1.018,4.490,1.000,0.000
0.26600,10.000,1.087,4.456,1.000,0.000
0.26640,10.000,1.138,4.430,1.000,0.000
0.26680,10.000,1.088,4.455,1.000,0.000
0.26720,10.000,1.052,4.473,1.000,0.000
0.26760,10.000,1.025,4.487,1.000,0.000
0.26800,10.000,1.006,4.496,1.000,0.000
0.26840,10.000,1.078,4.460,1.000,0.000
0.26880,10.000,1.131,4.434,1.000,0.000
0.26920,10.000,1.170,4.414,1.000,0.000
0.26960,10.000,1.198,4.400,1.000,0.000
0.27000,10.000,1.132,4.433,1.000,0.000
0.27040,10.000,1.083,4.458,1.000,0.000
0.27080,10.000,1.135,4.432,1.000,0.000
0.27120,10.000,1.172,4.413,1.000,0.000
0.27160,10.000,1.113,4.443,1.000,0.000
0.27200,10.000,1.070,4.464,1.000,0.000
0.27240,10.000,1.125,4.437,1.000,0.000
0.27280,10.000,1.165,4.417,1.000,0.000
0.27320,10.000,1.108,4.445,1.000,0.000
0.27360,10.000,1.066,4.466,1.000,0.000
0.27400,10.000,1.122,4.438,1.000,0.000
0.27440,10.000,1.163,4.418,1.000,0.000
0.27480,10.000,1.106,4.446,1.000,0.000
0.27520,10.000,1.065,4.467,1.000,0.000
0.27560,10.000,1.122,4.438,1.000,0.000
0.27600,10.000,1.076,4.461,1.000,0.000
0.27640,10.000,1.043,4.478,1.000,0.000
0.27680,10.000,1.105,4.447,1.000,0.000
0.27720,10.000,1.151,4.424,1.000,0.000
0.27760,10.000,1.184,4.407,1.000,0.000
0.27800,10.000,1.122,4.438,1.000,0.000
0.27840,10.000,1.076,4.461,1.000,0.000
0.27880,10.000,1.130,4.434,1.000,0.000
0.27920,10.000,1.168,4.415,1.000,0.000
0.27960,10.000,1.110,4.444,1.000,0.000
0.28000,10.000,0.982,4.508,1.000,0.000
0.28040,10.000,0.974,4.512,1.000,0.000
0.28080,10.000,1.055,4.472,1.000,0.000
0.28120,10.000,1.114,4.442,1.000,0.000
0.28160,10.000,1.157,4.421,1.000,0.000
0.28200,10.000,1.189,4.405,1.000,0.000
0.28240,10.000,1.125,4.437,1.000,0.000
0.28280,10.000,1.079,4.460,1.000,0.000
0.28320,10.000,1.131,4.434,1.000,0.000
0.28360,10.000,1.083,4.458,1.000,0.000
0.28400,10.000,1.048,4.475,1.000,0.000
0.28440,10.000,1.023,4.488,1.000,0.000
0.28480,10.000,1.004,4.497,1.000,0.000
0.28520,10.000,1.164,4.417,1.000,0.000
0.28560,10.000,1.280,4.359,1.000,0.000
0.28600,10.000,1.191,4.404,1.000,0.000
0.28640,10.000,1.127,4.436,1.000,0.000
0.28680,10.000,1.167,4.416,1.000,0.000
0.28720,10.000,1.195,4.402,1.000,0.000
0.28760,10.000,1.216,4.391,1.000,0.000
0.28800,10.000,1.145,4.427,1.000,0.000
0.28840,10.000,1.093,4.453,1.000,0.000
0.28880,10.000,1.229,4.385,1.000,0.000
0.28920,10.000,1.241,4.379,1.000,0.000
0.28960,10.000,1.076,4.461,1.000,0.000
0.29000,10.000,1.043,4.478,1.000,0.000
0.29040,10.000,1.106,4.446,1.000,0.000
0.29080,10.000,1.151,4.424,1.000,0.000
0.29120,10.000,1.184,4.407,1.000,0.000
0.29160,10.000,1.208,4.395,1.000,0.000
0.29200,10.000,1.312,4.343,1.000,0.000
0.29240,10.000,1.301,4.349,1.000,0.000
0.29280,10.000,1.121,4.439,1.000,0.000
0.29320,10.000,1.162,4.418,1.000,0.000
0.29360,10.000,1.278,4.360,1.000,0.000
0.29400,10.000,1.277,4.361,1.000,0.000
0.29440,10.000,1.189,4.405,1.000,0.000
0.29480,10.000,1.126,4.436,1.000,0.000
0.29520,10.000,1.166,4.416,1.000,0.000
0.29560,10.000,1.195,4.402,1.000,0.000
0.29600,10.000,1.216,4.391,1.000,0.000
0.29640,10.000,1.231,4.384,1.000,0.000
0.29680,10.000,1.243,4.378,1.000,0.000
0.29720,10.000,1.251,4.374,1.000,0.000
0.29760,10.000,1.170,4.414,1.000,0.000
0.29800,10.000,1.112,4.443,1.000,0.000
0.29840,10.000,1.069,4.465,1.000,0.000
0.29880,10.000,1.038,4.480,1.000,0.000
0.29920,10.000,1.102,4.448,1.000,0.000
0.29960,10.000,1.148,4.425,1.000,0.000
0.30000,10.000,1.182,4.408,1.000,0.000
0.30040,10.000,1.293,4.353,1.000,0.000
0.30080,10.000,1.287,4.356,1.000,0.000
0.30120,10.000,1.197,4.401,1.000,0.000
0.30160,10.000,1.218,4.390,1.000,0.000
0.30200,10.000,1.233,4.383,1.000,0.000
0.30240,10.000,1.243,4.378,1.000,0.000
0.30280,10.000,1.251,4.374,1.000,0.000
0.30320,10.000,1.257,4.371,1.000,0.000
0.30360,10.000,1.175,4.412,1.000,0.000
0.30400,10.000,1.115,4.442,1.000,0.000
0.30440,10.000,1.158,4.420,1.000,0.000
0.30480,10.000,1.189,4.405,1.000,0.000
0.30520,10.000,1.212,4.393,1.000,0.000
0.30560,10.000,1.228,4.385,1.000,0.000
0.30600,10.000,1.240,4.379,1.000,0.000
0.30640,10.000,1.249,4.375,1.000,0.000
0.30680,10.000,1.256,4.371,1.000,0.000
0.30720,10.000,1.260,4.369,1.000,0.000
0.30760,10.000,1.264,4.367,1.000,0.000
0.30800,10.000,1.352,4.323,1.000,0.000
0.30840,10.000,1.331,4.334,1.000,0.000
0.30880,10.000,1.315,4.342,1.000,0.000
0.30920,10.000,1.304,4.347,1.000,0.000
0.30960,10.000,1.209,4.395,1.000,0.000
0.31000,10.000,1.226,4.386,1.000,0.000
0.31040,10.000,1.239,4.380,1.000,0.000
0.31080,10.000,1.334,4.332,1.000,0.000
0.31120,10.000,1.404,4.297,1.000,0.000
0.31160,10.000,1.368,4.315,1.000,0.000
0.31200,10.000,1.342,4.328,1.000,0.000
0.31240,10.000,1.323,4.338,1.000,0.000
0.31280,10.000,1.310,4.344,1.000,0.000
0.31320,10.000,1.300,4.349,1.000,0.000
0.31360,10.000,1.292,4.353,1.000,0.000
0.31400,10.000,1.287,4.356,1.000,0.000
0.31440,10.000,1.283,4.358,1.000,0.000
0.31480,10.000,1.194,4.402,1.000,0.000
0.31520,10.000,1.129,4.435,1.000,0.000
0.31560,10.000,1.168,4.415,1.000,0.000
0.31600,10.000,1.196,4.401,1.000,0.000
0.31640,10.000,1.304,4.347,1.000,0.000
0.31680,10.000,1.295,4.352,1.000,0.000
0.31720,10.000,1.203,4.398,1.000,0.000
0.31760,10.000,1.222,4.388,1.000,0.000
0.31800,10.000,1.236,4.381,1.000,0.000
0.31840,10.000,1.246,4.376,1.000,0.000
0.31880,10.000,1.253,4.373,1.000,0.000
0.31920,10.000,1.345,4.327,1.000,0.000
0.31960,10.000,1.325,4.337,1.000,0.000
0.32000,10.000,1.225,4.387,1.000,0.000
0.32040,10.000,1.238,4.380,1.000,0.000
0.32080,10.000,1.247,4.376,1.000,0.000
0.32120,10.000,1.254,4.372,1.000,0.000
0.32160,10.000,1.259,4.370,1.000,0.000
0.32200,10.000,1.263,4.368,1.000,0.000
0.32240,10.000,1.352,4.323,1.000,0.000
0.32280,10.000,1.417,4.291,1.000,0.000
0.32320,10.000,1.378,4.310,1.000,0.000
0.32360,10.000,1.263,4.368,1.000,0.000
0.32400,10.000,1.265,4.367,1.000,0.000
0.32440,10.000,1.354,4.322,1.000,0.000
0.32480,10.000,1.332,4.333,1.000,0.000
0.32520,10.000,1.316,4.341,1.000,0.000
0.32560,10.000,1.304,4.347,1.000,0.000
0.32600,10.000,1.382,4.308,1.000,0.000
0.32640,10.000,1.439,4.280,1.000,0.000
0.32680,10.000,1.394,4.302,1.000,0.000
0.32720,10.000,1.361,4.319,1.000,0.000
0.32760,10.000,1.337,4.331,1.000,0.000
0.32800,10.000,1.319,4.340,1.000,0.000
0.32840,10.000,1.307,4.346,1.000,0.000
0.32880,10.000,1.298,4.350,1.000,0.000
0.32920,10.000,1.291,4.354,1.000,0.000
0.32960,10.000,1.372,4.313,1.000,0.000
0.33000,10.000,1.432,4.283,1.000,0.000
0.33040,10.000,1.389,4.305,1.000,0.000
0.33080,10.000,1.357,4.321,1.000,0.000
0.33120,10.000,1.334,4.332,1.000,0.000
0.33160,10.000,1.317,4.341,1.000,0.000
0.33200,10.000,1.219,4.390,1.000,0.000
0.33240,10.000,1.147,4.426,1.000,0.000
0.33280,10.000,1.268,4.365,1.000,0.000
0.33320,10.000,1.355,4.322,1.000,0.000
0.33360,10.000,1.333,4.333,1.000,0.000
0.33400,10.000,1.317,4.341,1.000,0.000
0.33440,10.000,1.305,4.347,1.000,0.000
0.33480,10.000,1.382,4.308,1.000,0.000
0.33520,10.000,1.439,4.280,1.000,0.000
0.33560,10.000,1.394,4.302,1.000,0.000
0.33600,10.000,1.361,4.319,1.000,0.000
0.33640,10.000,1.337,4.331,1.000,0.000
0.33680,10.000,1.406,4.296,1.000,0.000
0.33720,10.000,1.456,4.271,1.000,0.000
0.33760,10.000,1.406,4.296,1.000,0.000
0.33800,10.000,1.370,4.314,1.000,0.000
0.33840,10.000,1.430,4.284,1.000,0.000
0.33880,10.000,1.474,4.262,1.000,0.000
0.33920,10.000,1.419,4.290,1.000,0.000
0.33960,10.000,1.379,4.310,1.000,0.000
0.34000,10.000,1.350,4.324,1.000,0.000
0.34040,10.000,1.329,4.335,1.000,0.000
0.34080,10.000,1.314,4.342,1.000,0.000
0.34120,10.000,1.303,4.348,1.000,0.000
0.34160,10.000,1.295,4.352,1.000,0.000
0.34200,10.000,1.375,4.312,1.000,0.000
0.34240,10.000,1.434,4.282,1.000,0.000
0.34280,10.000,1.390,4.304,1.000,0.000
0.34320,10.000,1.358,4.320,1.000,0.000
0.34360,10.000,1.335,4.332,1.000,0.000
0.34400,10.000,1.318,4.340,1.000,0.000
0.34440,10.000,1.306,4.346,1.000,0.000
0.34480,10.000,1.383,4.308,1.000,0.000
0.34520,10.000,1.353,4.323,1.000,0.000
0.34560,10.000,1.331,4.334,1.000,0.000
0.34600,10.000,1.402,4.298,1.000,0.000
0.34640,10.000,1.367,4.316,1.000,0.000
0.34680,10.000,1.341,4.329,1.000,0.000
0.34720,10.000,1.409,4.295,1.000,0.000
0.34760,10.000,1.372,4.313,1.000,0.000
0.34800,10.000,1.259,4.370,1.000,0.000
0.34840,10.000,1.262,4.368,1.000,0.000
0.34880,10.000,1.179,4.410,1.000,0.000
0.34920,10.000,1.031,4.484,1.000,0.000
0.34960,10.000,1.097,4.451,1.000,0.000
0.35000,10.000,1.318,4.340,1.000,0.000
0.35040,10.000,1.392,4.303,1.000,0.000
0.35080,10.000,1.359,4.320,1.000,0.000
0.35120,10.000,1.336,4.331,1.000,0.000
0.35160,10.000,1.405,4.297,1.000,0.000
0.35200,10.000,1.456,4.271,1.000,0.000
0.35240,10.000,1.406,4.296,1.000,0.000
0.35280,10.000,1.370,4.314,1.000,0.000
0.35320,10.000,1.343,4.328,1.000,0.000
0.35360,10.000,1.324,4.337,1.000,0.000
0.35400,10.000,1.310,4.344,1.000,0.000
0.35440,10.000,1.300,4.349,1.000,0.000
0.35480,10.000,1.379,4.310,1.000,0.000
0.35520,10.000,1.437,4.281,1.000,0.000
0.35560,10.000,1.392,4.303,1.000,0.000
0.35600,10.000,1.360,4.319,1.000,0.000
0.35640,10.000,1.336,4.331,1.000,0.000
0.35680,10.000,1.319,4.340,1.000,0.000
0.35720,10.000,1.306,4.346,1.000,0.000
0.35760,10.000,1.384,4.307,1.000,0.000
0.35800,10.000,1.440,4.279,1.000,0.000
0.35840,10.000,1.481,4.259,1.000,0.000
0.35880,10.000,1.511,4.244,1.000,0.000
0.35920,10.000,1.446,4.276,1.000,0.000
0.35960,10.000,1.399,4.300,1.000,0.000
0.36000,10.000,1.365,4.317,1.000,0.000
0.36040,10.000,1.340,4.329,1.000,0.000
0.36080,10.000,1.322,4.338,1.000,0.000
0.36120,10.000,1.308,4.345,1.000,0.000
0.36160,10.000,1.385,4.307,1.000,0.000
0.36200,10.000,1.441,4.279,1.000,0.000
0.36240,10.000,1.395,4.302,1.000,0.000
0.36280,10.000,1.362,4.318,1.000,0.000
0.36320,10.000,1.424,4.287,1.000,0.000
0.36360,10.000,1.469,4.265,1.000,0.000
0.36400,10.000,1.330,4.334,1.000,0.000
0.36440,10.000,1.228,4.385,1.000,0.000
0.36480,10.000,1.240,4.379,1.000,0.000
0.36520,10.000,1.249,4.375,1.000,0.000
0.36560,10.000,1.255,4.372,1.000,0.000
0.36600,10.000,1.260,4.369,1.000,0.000
0.36640,10.000,1.350,4.324,1.000,0.000
0.36680,10.000,1.415,4.292,1.000,0.000
0.36720,10.000,1.377,4.311,1.000,0.000
0.36760,10.000,1.348,4.325,1.000,0.000
0.36800,10.000,1.328,4.335,1.000,0.000
0.36840,10.000,1.399,4.300,1.000,0.000
0.36880,10.000,1.451,4.274,1.000,0.000
0.36920,10.000,1.403,4.298,1.000,0.000
0.36960,10.000,1.368,4.315,1.000,0.000
0.37000,10.000,1.342,4.328,1.000,0.000
0.37040,10.000,1.323,4.338,1.000,0.000
0.37080,10.000,1.396,4.301,1.000,0.000
0.37120,10.000,1.449,4.275,1.000,0.000
0.37160,10.000,1.401,4.299,1.000,0.000
0.37200,10.000,1.366,4.316,1.000,0.000
0.37240,10.000,1.341,4.329,1.000,0.000
0.37280,10.000,1.322,4.338,1.000,0.000
0.37320,10.000,1.309,4.345,1.000,0.000
0.37360,10.000,1.472,4.263,1.000,0.000
0.37400,10.000,1.591,4.204,1.000,0.000
0.37440,10.000,1.504,4.247,1.000,0.000
0.37480,10.000,1.441,4.279,1.000,0.000
0.37520,10.000,1.396,4.301,1.000,0.000
0.37560,10.000,1.449,4.275,1.000,0.000
0.37600,10.000,1.487,4.256,1.000,0.000
0.37640,10.000,1.429,4.285,1.000,0.000
0.37680,10.000,1.473,4.263,1.000,0.000
0.37720,10.000,1.505,4.247,1.000,0.000
0.37760,10.000,1.442,4.278,1.000,0.000
0.37800,10.000,1.482,4.258,1.000,0.000
0.37840,10.000,1.512,4.243,1.000,0.000
0.37880,10.000,1.447,4.276,1.000,0.000
0.37920,10.000,1.400,4.299,1.000,0.000
0.37960,10.000,1.365,4.317,1.000,0.000
0.38000,10.000,1.340,4.329,1.000,0.000
0.38040,10.000,1.322,4.338,1.000,0.000
0.38080,10.000,1.395,4.302,1.000,0.000
0.38120,10.000,1.448,4.275,1.000,0.000
0.38160,10.000,1.314,4.342,1.000,0.000
0.38200,10.000,1.303,4.348,1.000,0.000
0.38240,10.000,1.381,4.309,1.000,0.000
0.38280,10.000,1.352,4.323,1.000,0.000
0.38320,10.000,1.330,4.334,1.000,0.000
0.38360,10.000,1.315,4.342,1.000,0.000
0.38400,10.000,1.303,4.348,1.000,0.000
0.38440,10.000,1.381,4.309,1.000,0.000
0.38480,10.000,1.438,4.280,1.000,0.000
0.38520,10.000,1.480,4.259,1.000,0.000
0.38560,10.000,1.510,4.244,1.000,0.000
0.38600,10.000,1.446,4.276,1.000,0.000
0.38640,10.000,1.399,4.300,1.000,0.000
0.38680,10.000,1.364,4.317,1.000,0.000
0.38720,10.000,1.340,4.329,1.000,0.000
0.38760,10.000,1.408,4.295,1.000,0.000
0.38800,10.000,1.458,4.270,1.000,0.000
0.38840,10.000,1.407,4.296,1.000,0.000
0.38880,10.000,1.457,4.271,1.000,0.000
0.38920,10.000,1.494,4.252,1.000,0.000
0.38960,10.000,1.434,4.282,1.000,0.000
0.39000,10.000,1.476,4.261,1.000,0.000
0.39040,10.000,1.507,4.246,1.000,0.000
0.39080,10.000,1.444,4.277,1.000,0.000
0.39120,10.000,1.397,4.301,1.000,0.000
0.39160,10.000,1.363,4.318,1.000,0.000
0.39200,10.000,1.339,4.330,1.000,0.000
0.39240,10.000,1.407,4.296,1.000,0.000
0.39280,10.000,1.457,4.271,1.000,0.000
0.39320,10.000,1.407,4.296,1.000,0.000
0.39360,10.000,1.457,4.271,1.000,0.000
0.39400,10.000,1.493,4.253,1.000,0.000
0.39440,10.000,1.433,4.283,1.000,0.000
0.39480,10.000,1.476,4.261,1.000,0.000
0.39520,10.000,1.507,4.246,1.000,0.000
0.39560,10.000,1.444,4.277,1.000,0.000
0.39600,10.000,1.397,4.301,1.000,0.000
0.39640,10.000,1.450,4.274,1.000,0.000
0.39680,10.000,1.488,4.255,1.000,0.000
0.39720,10.000,1.430,4.284,1.000,0.000
0.39760,10.000,1.387,4.306,1.000,0.000
0.39800,10.000,1.356,4.321,1.000,0.000
0.39840,10.000,1.420,4.289,1.000,0.000
0.39880,10.000,1.466,4.266,1.000,0.000
0.39920,10.000,1.414,4.292,1.000,0.000
0.39960,10.000,1.462,4.268,1.000,0.000
0.40000,10.000,1.497,4.251,1.000,0.000
0.40040,10.000,1.436,4.281,1.000,0.000
0.40080,10.000,1.392,4.303,1.000,0.000
0.40120,10.000,1.359,4.320,1.000,0.000
0.40160,10.000,1.422,4.288,1.000,0.000
0.40200,10.000,1.468,4.265,1.000,0.000
0.40240,10.000,1.415,4.292,1.000,0.000
0.40280,10.000,1.376,4.311,1.000,0.000
0.40320,10.000,1.348,4.325,1.000,0.000
0.40360,10.000,1.414,4.292,1.000,0.000
0.40400,10.000,1.462,4.268,1.000,0.000
0.40440,10.000,1.411,4.294,1.000,0.000
0.40480,10.000,1.460,4.269,1.000,0.000
0.40520,10.000,1.495,4.252,1.000,0.000
0.40560,10.000,1.435,4.282,1.000,0.000
0.40600,10.000,1.391,4.304,1.000,0.000
0.40640,10.000,1.445,4.277,1.000,0.000
0.40680,10.000,1.485,4.257,1.000,0.000
0.40720,10.000,1.427,4.286,1.000,0.000
0.40760,10.000,1.299,4.350,1.000,0.000
0.40800,10.000,1.292,4.353,1.000,0.000
0.40840,10.000,1.373,4.313,1.000,0.000
0.40880,10.000,1.346,4.326,1.000,0.000
0.40920,10.000,1.326,4.336,1.000,0.000
0.40960,10.000,1.311,4.344,1.000,0.000
0.41000,10.000,1.387,4.306,1.000,0.000
0.41040,10.000,1.443,4.278,1.000,0.000
0.41080,10.000,1.483,4.258,1.000,0.000
0.41120,10.000,1.512,4.243,1.000,0.000
0.41160,10.000,1.534,4.232,1.000,0.000
0.41200,10.000,1.549,4.225,1.000,0.000
0.41240,10.000,1.474,4.262,1.000,0.000
0.41280,10.000,1.419,4.290,1.000,0.000
0.41320,10.000,1.380,4.309,1.000,0.000
0.41360,10.000,1.437,4.281,1.000,0.000
0.41400,10.000,1.479,4.260,1.000,0.000
0.41440,10.000,1.423,4.288,1.000,0.000
0.41480,10.000,1.469,4.265,1.000,0.000
0.41520,10.000,1.502,4.248,1.000,0.000
0.41560,10.000,1.526,4.236,1.000,0.000
0.41600,10.000,1.630,4.184,1.000,0.000
0.41640,10.000,1.619,4.190,1.000,0.000
0.41680,10.000,1.525,4.237,1.000,0.000
0.41720,10.000,1.457,4.271,1.000,0.000
0.41760,10.000,1.407,4.296,1.000,0.000
0.41800,10.000,1.457,4.271,1.000,0.000
0.41840,10.000,1.580,4.209,1.000,0.000
0.41880,10.000,1.583,4.208,1.000,0.000
0.41920,10.000,1.499,4.250,1.000,0.000
0.41960,10.000,1.351,4.324,1.000,0.000
0.42000,10.000,1.243,4.378,1.000,0.000
0.42040,10.000,1.338,4.330,1.000,0.000
0.42080,10.000,1.406,4.296,1.000,0.000
0.42120,10.000,1.370,4.314,1.000,0.000
0.42160,10.000,1.430,4.284,1.000,0.000
0.42200,10.000,1.474,4.262,1.000,0.000
0.42240,10.000,1.506,4.246,1.000,0.000
0.42280,10.000,1.529,4.235,1.000,0.000
0.42320,10.000,1.546,4.226,1.000,0.000
0.42360,10.000,1.558,4.220,1.000,0.000
0.42400,10.000,1.567,4.216,1.000,0.000
0.42440,10.000,1.573,4.213,1.000,0.000
0.42480,10.000,1.578,4.210,1.000,0.000
0.42520,10.000,1.582,4.208,1.000,0.000
0.42560,10.000,1.498,4.250,1.000,0.000
0.42600,10.000,1.523,4.238,1.000,0.000
0.42640,10.000,1.542,4.228,1.000,0.000
0.42680,10.000,1.555,4.222,1.000,0.000
0.42720,10.000,1.565,4.217,1.000,0.000
0.42760,10.000,1.572,4.213,1.000,0.000
0.42800,10.000,1.491,4.254,1.000,0.000
0.42840,10.000,1.345,4.327,1.000,0.000
0.42880,10.000,1.412,4.293,1.000,0.000
0.42920,10.000,1.460,4.269,1.000,0.000
0.42960,10.000,1.409,4.295,1.000,0.000
0.43000,10.000,1.459,4.270,1.000,0.000
0.43040,10.000,1.495,4.252,1.000,0.000
0.43080,10.000,1.434,4.282,1.000,0.000
0.43120,10.000,1.477,4.261,1.000,0.000
0.43160,10.000,1.508,4.245,1.000,0.000
0.43200,10.000,1.530,4.234,1.000,0.000
0.43240,10.000,1.547,4.226,1.000,0.000
0.43280,10.000,1.559,4.220,1.000,0.000
0.43320,10.000,1.654,4.172,1.000,0.000
0.43360,10.000,1.637,4.181,1.000,0.000
0.43400,10.000,1.538,4.230,1.000,0.000
0.43440,10.000,1.552,4.223,1.000,0.000
0.43480,10.000,1.563,4.218,1.000,0.000
0.43520,10.000,1.571,4.214,1.000,0.000
0.43560,10.000,1.576,4.211,1.000,0.000
0.43600,10.000,1.580,4.209,1.000,0.000
0.43640,10.000,1.583,4.208,1.000,0.000
0.43680,10.000,1.585,4.207,1.000,0.000
0.43720,10.000,1.673,4.163,1.000,0.000
0.43760,10.000,1.651,4.174,1.000,0.000
0.43800,10.000,1.548,4.225,1.000,0.000
0.43840,10.000,1.473,4.263,1.000,0.000
0.43880,10.000,1.419,4.290,1.000,0.000
0.43920,10.000,1.552,4.223,1.000,0.000
0.43960,10.000,1.649,4.175,1.000,0.000
0.44000,10.000,1.547,4.226,1.000,0.000
0.44040,10.000,1.559,4.220,1.000,0.000
0.44080,10.000,1.568,4.215,1.000,0.000
0.44120,10.000,1.488,4.255,1.000,0.000
